"BUSCO_ID","Cluster","Description","Atru","Bbom","Dpic","Hboe","Xbor","Xlae","Xtro","Sbom","Lail","Llei","Pcul","Gcar","Pads","Lsyl","Rimi","Rkuk","Rmus","Rtem","Mfle","Pcor","Ecoq","Epus","Lfus","Bbuf","Bgar","Bvir","Debr","Hsar","Ptri"
"106522at32523","3485","leucine-rich repeat transmembrane protein FLRT2","scaf","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"106549at32523","692","dystroglycan","E","D+E","E+I","D+E","D+E, D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","scaf","scaf","E","missing","scaf","D+E","D+E","D+E"
"106672at32523","1891","protein THEMIS","F","F, scaf","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","B, F","F","F","F","F","F"
"106709at32523","1694","WD repeat-containing protein 26","F","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","missing","F","F","F","F","F","F","F"
"106726at32523","2906","ANKH inorganic pyrophosphate transport regulator","G","G","G","G","G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"106804at32523","1089","ATPase WRNIP1","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"106817at32523","516","protein inscuteable homolog","D","D+E","D","D+E","D+E","D+E","D+E","D","D","D","D","D","D","D","D","D+K","D","D","D","D","D","missing","D+K","D","D","D","D+E","scaf","D+E"
"106876at32523","3443, 5158","two pore calcium channel protein 2","D","C","C","scaf","D+E","D+E","D+E","D","D","D","D","D","D","D","D","D+K","D","D","D","D","D","scaf","D+K","D","D","D","D+E","D+E","D+E"
"106882at32523","4320, 5147","fas-binding factor 1 isoform X1","missing","D+J+K+L+M","J+K+M","scaf","L+M","L+M","M","M","M","M","A+M, A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"106895at32523","3865","notchless protein homolog 1","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"106918at32523","752","Integrator complex subunit 14","C","C","C","D+E","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"106954at32523","2460","Kelch like family member 23","K+L","D+J+K+L+M","L","L","L+M","L+M","L","L","missing","L","missing","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"106959at32523","3317","PCNA-interacting partner","scaf","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","scaf","C","C","C"
"106993at32523","4164, 5339","zinc finger CCCH domain-containing protein 3","scaf","missing","G","scaf","missing","G","G","G","missing","missing","G","G","G","G","G","G","G","G","G","G","missing","missing","G","G","G","G","G","G","G"
"107047at32523","884","general transcription factor 3C polypeptide 5","J","J","J+K+M","J+K+M","missing","J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","scaf","J","J","J","J","J","J","J"
"107049at32523","1344","L-dopachrome tautomerase","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"107057at32523","109","TBC1 domain family member 19 isoform X1","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"107180at32523","485","Centriolar coiled-coil protein 110","L","L","scaf","L","L+M, L+M","L+M","L","L","L","L","L","L","missing","missing","L","missing","missing","missing","L","L","L","missing","L","L","L","L","L","L","L"
"107207at32523","4975","signal recognition particle subunit SRP68","missing","D+J+K+L+M","J+K+M","J+K+M","L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","missing","H+M","H+M","M","M","M"
"107213at32523","2033","CCR4-NOT transcription complex subunit 2","C","G, C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"10722at32523","4327","Integrin beta","missing","D+J+K+L+M","J+K+M","missing","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"107250at32523","5242","ubinuclein-1 isoform X1","missing","missing","L","missing","L+M","L+M","L","L","missing","missing","L","missing","L","L","missing","L","L","L","missing","missing","missing","missing","missing","missing","missing","missing","missing","L","missing"
"107280at32523","1325","Transmembrane and coiled-coil domains 3","B","B","B","B","B, B","B","B","B","B","B","B","missing","B","B","B","B","B","B","B","B","B+F","B","B","B","missing","B","B","B","B"
"107285at32523","152","protein SDA1 homolog","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"107381at32523","3726","probable RNA-binding protein 46 isoform X1","scaf","missing","A","A","A","A","A, D+E","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"107411at32523","2758","putative oxidoreductase GLYR1","L","L","L","L","missing","L+M, L+M","L","L","missing","L","L","L","L","L","L","L","L","L","L","L","L","scaf","L","L","L","L","L","L","L"
"107444at32523","1248","Diacylglycerol kinase","M","D+J+K+L+M, scaf","J+K+M","J+K+M","L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"107469at32523","1846, 5501","cilia- and flagella-associated protein 206","F","F","F","F","F","F","F","F","F","missing","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","missing","F","F","F","F"
"107527at32523","4084","serine/threonine-protein kinase Sgk3","missing","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","G","G","G","G","G","G","G","G"
"107601at32523","4592","protein RFT1 homolog","scaf","D+E","E+I","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"107649at32523","2223, 4376","probable G-protein coupled receptor 162","B+I","I","E+I","H+I, H+I","H+I, H+I, H+I","H+I, H+I, H+I, H+I","H+I, H+I","H, I","I","H, I","I, H","E+H+J","H, I","I, H","H+J+M, I","I, scaf","I","H, I","H+M, I","H+M, I","B+H, I+K","I+M","I+M, H","C+I, H+M","C+I, H+M","C+I","E+H, I","E+H, I","I, E+H"
"107664at32523","3636","hepatocyte nuclear factor 1-alpha","B","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"107685at32523","395","methyltransferase-like protein 13","E","E","E","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","scaf","D+E","D+E","D+E"
"107727at32523","3575","arylsulfatase K","scaf","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"107749at32523","2876","Leucine rich repeat and coiled-coil centrosomal protein 1","G","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","E","G","G","scaf","G","G","G","G"
"107952at32523","1948","probable ATP-dependent RNA helicase DDX41","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","scaf","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"107978at32523","1906","HBS1-like protein","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"108138at32523","995","zinc finger and BTB domain-containing protein 10","G","G","G","G","G, G","G","missing","G","G","G","G","missing","G","G","G","G","scaf","G","G","G","G","G","G","G","G","G","G","G","G"
"108402at32523","625","60S ribosomal export protein NMD3","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"108424at32523","2901","WD repeat domain 37","G","missing","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"108497at32523","4060","Solute carrier family 5 member 6","F","F","F","scaf, scaf","F","F","F","F","F","F, scaf","F","F","F","F","F","F","scaf","F","F","F","B+F","missing","F","F","F","F","F","F","F"
"108666at32523","1576","kelch-like protein 34","B","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B, B","B","B","B","B","B","B","B"
"10881at32523","2520","collagen alpha-3(VI) chain","K+L","D+J+K+L+M","scaf","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","missing","L","L","L"
"108863at32523","3712","Fizzy and cell division cycle 20 related 1","scaf","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","scaf","A","A","A","A","A","A","A","A","A","A","A","A"
"108898at32523","4076","zinc finger protein 639","scaf","F","F","F","F, F","F, F","F","F","F","F, D","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"108945at32523","2065","dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","missing","C","C","C"
"108973at32523","2170","pre-mRNA-splicing factor SLU7","C","C","C","C","C","C","C","C","C","C","C, H","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"108998at32523","4680","ATP-binding cassette sub-family G member 4","missing","I","E+I","H+I","missing","H+I, H+I","H+I","I","missing","missing","I","missing","I","missing","missing","missing","missing","I","missing","I","I+K","I+M","missing","C+I","missing","C+I","I","I","missing"
"109060at32523","701","Peroxisome proliferator-activated receptor gamma","E","D+E","missing","missing","missing","D+E","D+E","E","E","missing","E","missing","E","missing","E","E","E","E","E","E","E+F","E","missing","E","E","E","D+E","D+E","D+E"
"109107at32523","3293","RIC8 guanine nucleotide exchange factor B","missing","missing","C","C","missing","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","missing","C","C+I","C+I","missing","C","C","C"
"109112at32523","3374","RING finger and SPRY domain-containing protein 1","scaf","D+J+K+L+M","scaf","D+E","D+E, D+E","D+E, D+E","D+E","D","D","D","D","D","D","D","D","D+K","D","D","D","D","missing","scaf","D+K","D","D","D","D+E","D+E","D+E"
"109155at32523","1332","BIVM-ERCC5 readthrough","B","B","missing","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"109227at32523","2220","dnaJ homolog subfamily C member 11","B+I","I","E+I","H+I","H+I, H+I","H+I, H+I","H+I","I","I","I","I","I","I","I","I","scaf","I","I","I","I","I+K","I+M","I+M","C+I","C+I","C+I","I","I","I"
"109312at32523","4639","ER degradation-enhancing alpha-mannosidase-like protein 1","missing","D+E","E+I","D+E","D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","missing","E","E","E","E","E+F","missing","E","E","E","E","D+E","D+E","D+E"
"109331at32523","1902","Serine active site containing 1","F","F","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"109347at32523","1649","coiled-coil domain-containing protein 170","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","scaf","F","F","F","F","E+F","F","F","F","F","scaf","F","F","F"
"109356at32523","2283","nucleolar complex protein 3 homolog","A+H","H","H","H+I","H+I","H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"109366at32523","5098","transcription initiation factor TFIID subunit 4","missing","missing","M","missing","missing","L+M","missing","M","missing","missing","A+M","missing","A+M","M","H+J+M","missing","missing","M","H+M","H+M","missing","I+M","I+M","missing","missing","missing","M","M","M"
"1093at32523","792","probable E3 ubiquitin-protein ligase HECTD4","A","A","A","missing","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"109425at32523","532","Kelch repeat and BTB domain containing 4","D","D+E","D","missing","D+E","D+E, D+E","D+E","D","D","D","D","D","D","D","D","D+K, scaf","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"10949at32523","2010","phosphatidylinositol phosphatase PTPRQ","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"109514at32523","4610","protein FAM35A","missing","D+E","E+I","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"109602at32523","3564","DEP domain-containing protein 1B","missing","A","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K, H+J+M","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"109624at32523","3654","synaptic vesicle 2-related protein","missing","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"109646at32523","3535","anaphase-promoting complex subunit 7","missing","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","missing","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"109650at32523","4134","phosphatidylinositide phosphatase SAC1","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","missing"
"109723at32523","1554","TNF receptor-associated factor 4","B","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","scaf","B","B","B"
"109835at32523","1180, 5297","Nucleolar GTP-binding protein 1","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G"
"109851at32523","3640","RING finger protein 10","scaf","A","A","A","A, A","A, A","A","A","A","A, H","A+M","A","A+M","A","A+K","A","A","A","A","A","A","missing","A","A","A","A","A","A","A"
"109929at32523","3040","HMG-box transcription factor 1","C","missing","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"109971at32523","2712","adenosine deaminase domain-containing protein 1","A","missing","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","I+K, A","A","A","A","A","A","A","A","A"
"109977at32523","1191","cysteine/serine-rich nuclear protein 1","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"110019at32523","2234","transmembrane and coiled-coil domain-containing protein 4","B+I","I","E+I","scaf","H+I","H+I","H+I","I","I","I","I","I, scaf","I","I","I","missing","I","I","I","I","I+K","scaf","I+M","C+I","C+I","C+I","I","I","I"
"110140at32523","38","MIER family member 3","A","A","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"110217at32523","3963","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2","F","F","F","F","F, F","F, F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"110242at32523","4203","uncharacterized protein C10orf71 homolog","scaf","H","H","H+I","H+I, H+I","H+I, H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"11031at32523","3634","DEP domain-containing protein 5","missing","A","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"110363at32523","3645","cationic amino acid transporter 4","scaf","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A, scaf","A, A","A","A","A","A","A","A","A","A","A","A","A","A"
"110563at32523","510","Protein-glucosylgalactosylhydroxylysine glucosidase","D","D+E","D","D+E","D+E","D+E","D+E","D","D","missing","D","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"110575at32523","557","Zinc finger protein 507","D","D+J+K+L+M","D","D+E","D+E","D+E, D+E","D+E","D","D","D","D","D","D","missing","D","D+K","D","D","D","scaf","D","D+K, L, scaf, scaf","D+K","D","D","D","D+E","D+E","D+E"
"110615at32523","2044","amphoterin-induced protein 2","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"110637at32523","4368","Solute carrier family 13 member 3","missing","D+J+K+L+M","M","J+K+M","L+M, L+M","L+M","M","M","missing","M","A+M","M","missing","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"110654at32523","4299","Phosphatidylinositol glycan anchor biosynthesis class T","missing","D+J+K+L+M","M","J+K+M","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","B+F","I+M","I+M","H+M","H+M","H+M","M","scaf","M"
"110811at32523","4830","Catenin beta like 1","missing","D+J+K+L+M","M, scaf","J+K+M","L+M, L+M","L+M, L+M","M","M","B, M","B, C, M","A+M","M","A+M","missing","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"110876at32523","1250","platelet endothelial cell adhesion molecule","M","D+J+K+L+M","J+K+M","J+K+M","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","missing","M","missing","I+M","H+M","H+M","missing","M","M","M"
"11088at32523","4547","Transcription initiation factor TFIID subunit","scaf","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","scaf","J","scaf","J","J","J","J","J","J","J","J","J","J","J"
